tanggal,judul,konten
"Februari 13, 2022",Pidato Henry Kissinger Sebut Vaksin adalah Alat Pengendali Populasi,"“Once the herd accepts mandatory forcible vaccination, it’s game over! They will accept anything – forcible blood or organ donation — for the ‘greater good.’ We can genetically modify children and sterilize them – for the ‘greater good.’ Control sheep minds and you control the herd. Vaccine makers stand to make billions, and many of you in this room today are investors. It’s a big win-win! We thin out the herd and the herd pays us for providing extermination services. Now, what’s for lunch, huh?”=====[PENJELASAN]:Beredar sebuah unggahan di media sosial Facebook yang menampilkan gambar Menteri Luar Negeri AS dan pemenang Hadiah Nobel Perdamaian 1973 Dr Henry Kissinger  dengan sebuah kutipan narasi di bawahnya. Dari narasi tersebut dapat disimpulkan bahwa seolah-olah Henry Kissinger menyatakan vaksin wajib adalah cara yang paling menguntungkan untuk pengendalian sosial dan populasi."
"Februari 13, 2022",Game Omicron Sejak Tahun 1999,"“Omicron was a video game released in 1999 by Microsoft. Soul snatcher.”=====[PENJELASAN]:Beredar sebuah video di media sosial Facebook yang berisi tentang pemaparan mengenai game bernama “Omicron” ciptaan Microsoft. Di dalam video ini dijelaskan bahwa Bill Gates sebagai pemilik Microsoft, telah menciptakan serta merilis game ini pada tahun 1999."
"Februari 13, 2022",Garam dan Air Kelapa dapat Hilangkan Vaksin di Dalam Tubuh,"“Jika anda ragu dan ingin menghilangkan vaksin yg sdh masuk ke tubuh ….ALHAMDULILLAH. Sekarang ada penangkal/ menetralisir vaksin itu.SILAHKAN DICOBA RAMUAN INI YAKIN LAH,,SYARAT. 1.BASMALLAH,. 2.BACA SHOLAWAT NABI, 3.BACA ALFATIHAHINI RAMUAN NYA*“GARAM LAUT” DAN AIR KELAPA MUDA tapi bukan Garam Dapur.*Biasa disebut Garam Krosok (karungan).*- 1/2 Sendok makan Garam*– SeGelas Air Kelapa Muda.kemudian keduanya diaduk. Tunggu sampai mengendap, baru diminum.*2 X Sehari (pagi + malam), selama seminggu*Ditambah “Bekam” lebih bagus lagi*IN SYAA ALLAH… VAKSIN yang bersarang itu lenyap,”=====[PENJELASAN]:Beredar sebuah narasi di media sosial Facebook yang menyatakan bahwa vaksin yang telah masuk dan bersarang di dalam tubuh dapat dinetralisir dan dilenyapkan. Hal ini dilakukan dengan cara mengonsumsi garam laut/garam krosok dan air kelapa muda.Namun setelah ditelusuri, informasi yang disebarkan lewat akun bernama Zainal Anhar ini ternyata hoaks. Guru Besar Fakultas Farmasi Universitas Gadjah Mada, Prof Dr Zullies Ikawati, Apt. Zullies mengatakan bahwa informasi tersebut sangat sulit untuk dipertanggungjawabkan kebenarannya. Mengonsumsi garam atau air kelapa, tidak menghilangkan vaksin di dalam tubuh.Kekeliruan informasi ini tampak dari kalimat “vaksin yang bersarang”. Menurut Zullies, agak aneh jika mau menghilangkan vaksin yang bersarang di dalam tubuh. Vaksin justru diperlukan untuk memicu produksi antibodi dan kekebalan tubuh dari virus.Ahli gizi FKUI, Saptawati Bardosono menyatakan bahwa air kelapa merupakan minuman mengandung elektrolit yang berguna untuk mendukung keseimbangan cairan dan elektrolit tubuh. Sementara itu, vaksin mengandung senyawa yang dapat memicu terbentuknya antibodi untuk meningkatkan kekebalan tubuh."
"Februari 13, 2022",“bentuk Bebek dan tikus jika DNA nya di gabungkan”,"SUMBER membagikan video Jerboa dengan menambahkan narasi yang TIDAK sesuai dengan fakta, sehingga membangun kesimpulan KELIRU.Verifikasi VideoSalah satu sumber referensi berkaitan dengan Jerboa, WWF: “Bagaimana menggambarkan jerboa bertelinga panjang? Hewan pengerat kecil yang sembunyi-sembunyi—asli gurun di Cina barat laut dan Mongolia selatan—memiliki tubuh seperti tikus, telinga kelinci, moncong seperti babi, dan kaki belakang yang terlihat seperti model miniatur kanguru. Tetapi meskipun menyerupai gado-gado spesies lain, jerboa bertelinga panjang berdiri—dan melompat—dalam kelasnya sendiri.” [2]Referensi Lainnya yang BerkaitanBritannica: “jerboa , salah satu dari 33 spesies hewan pengerat pelompat ekor panjang yang beradaptasi dengan baik di gurun dan stepa di Eropa timur, Asia , dan Afrika utara. Jerboa mirip tikus, dengan panjang tubuh berkisar antara 5 hingga 15 cm (2 hingga 5,9 inci) dan panjang ekor 7 hingga 25 cm. Ciri-ciri tertentu sangat bervariasi antar spesies, terutama ukuran telinga, yang berkisar dari kecil dan bulat hingga ramping dan seperti kelinci atau sangat besar dan lebar. Jari-jari kaki belakang berjumlah tiga sampai lima, tetapi semua spesies memiliki kaki depan yang pendek dan kaki belakang yang sangat panjang. Ekornya sering berumbai. Bulu lebat Jerboas memiliki tekstur seperti sutra atau beludru dan berwarna terang, biasanya cocok dengan habitat hewan tersebut .” [3]A-Z Animals: “Jerboa adalah hewan pengerat kecil yang hidup di gurun Afrika Utara dan Asia. Jerboa adalah hewan yang sangat lucu dan memiliki telinga, ekor, dan kaki belakang yang sangat panjang yang membuat penampilan mereka hampir seperti kartun. Mereka juga memiliki kaki yang disesuaikan secara khusus yang memungkinkan mereka bergerak dengan melompat seperti kanguru.” [4]Google – Videos. [5]Google – Images. [6]REFERENSI"
"Februari 13, 2022",“Kartu Nikah Kementrian Agama RI dengan Empat Foto Istri”,"Berdasarkan hasil penelusuran, adanya kartu nikah dengan empat kolom foto istri yang diklaim dikeluarkan oleh Kementerian Agama Republik Indonesia merupakan konten palsu."
"Februari 13, 2022",Jasa Sertifikat Vaksin melalui Telegram,= = = = =NARASI:“𝗣𝗥𝗢𝗠𝗢 30% 𝗞𝗛𝗨𝗦𝗨𝗦 𝗨𝗡𝗧𝗨𝗞 𝗛𝗔𝗥𝗜 𝗜𝗡𝗜 𝗣𝗥𝗢𝗠𝗢𝗡𝗬𝗔 𝗔𝗪𝗘𝗧 𝗡𝗜𝗛 !! 𝗦𝗧𝗢𝗞 𝗦𝗘𝗧𝗜𝗔𝗣 𝗛𝗔𝗥𝗜 𝗧𝗘𝗥𝗕𝗔𝗧𝗔𝗦 𝗝𝗔𝗗𝗜 𝗦𝗜𝗔𝗣𝗔 𝗖𝗘𝗣𝗔𝗧 𝗗𝗜𝗔 𝗗𝗔𝗣𝗔𝗧 !!sɪsᴀ ᴅᴏsɪs ʏᴀɴɢ ᴍᴀsɪʜ ᴛᴇʀsᴇᴅɪᴀ ᴜɴᴛᴜᴋ ʜᴀʀɪ ɪɴɪ !!!⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️PERTAMA : 50 +50 AKUNKEDUA (1 & 2) : 40 + 40 AKUNBOOSTER (SEMUA) : 10 + 10 AKUN𝘉𝘐𝘚𝘈 𝘋𝘐𝘈𝘒𝘚𝘌𝘚 𝘋𝘐 𝘗𝘌𝘋𝘜𝘓𝘐 𝘓𝘐𝘕𝘋𝘜𝘕𝘎𝘐𝗠𝗜𝗡𝗔𝗧 𝗝𝗔𝗣𝗥𝗜 𝗔𝗗𝗠𝗜𝗡⬇️⬇️⬇️⬇️@ANMIDN”= = = = =
"Februari 13, 2022",Video Dinosaurus ditemukan di Yogyakarta,NARASI:“Dinosaurus terakhir 😯Ditemukan di Yogyakarta 🇮🇩”= = = = =PENJELASAN:Akun Tiktok rohimat.vlog🦖 memposting sebuah video yang berdurasi 58 detik yang terdapat narasi bahwa dinosaurus tersebut ditemukan di Yogyakarta. VIdeo tersebut memperlihatkan dinosaurus yang akan dikeluarkan dari truk.
"Februari 13, 2022",Bahaya Racun dari Nasi yang dimasak dengan Magiccom,
"Februari 13, 2022",Ariel Noah Meninggal Dunia,"NARASI:“Berita Duka, SeIamat JaIan Untuk SeIamanya 😭 Ariel Noah, InnaIiIahi WainnaiIIaihirojiun Kabar Dukа”= = = =PENJELASAN:Beredar sebuah narasi melalui group Facebook ANEKA RESEP KUE DAN BOLU oleh akun Leni Leni Setia yang menginformasikan bahwa Ariel Noah meninggal dunia. Narasi tersebut juga mencantumkan tautan dari situs infoberitaterupdatee.online yang berjudul Ariel Noah meninggal dunia. Namun, isi tautan tersebut berisikan informasi bahwa terdapat kecelakaan yang dialami oleh seorang warga bernama Suwantile."
"Februari 13, 2022",Omicron Bukanlah Virus Melainkan Akibat Dari Keracunan Chemtrail Yang Disebar Di Udara,"= = =Penjelasan:Beredar informasi di media sosial yang mengklaim bahwa varian Omicron bukan virus corona, melainkan akibat dari keracunan chemtrail yang ada di udara. Dalam narasi unggahanya mengatakan bahwa akhir-akhir ini pesawat Chemtrail sering berlalu lalang di udara."
"Februari 13, 2022",Video Warga Berhamburan Dampak Gempa Banten 4 Februari 2022,"“Info Gempa Terbaru Hari Ini, Jumat 4 Februaru 2022.Lokasi Gempa berada di 71 kilometer Barat Daya Bayah Banten.Arahan Dari BMKG Gempa tidak berpotensi TSUNAMI. Saran saran dari BMKG Hati-hati terhadap gempa bumi susulan yang mungkin terjadi sewaktu waktu. Demikian Info gempa banten terkini, semoga semuanya baik baik saja.”= = =Penjelasan:Sebuah akun Youtube dengan nama NAK Info membagian sebuah video kejadian gempa bumi. Video tersebut diklaim sebagai video yang diambil saat kejadian gempa berkekuatan magnitudo 5,5 yang mengguncang wilayah Banten pada 4 Februari 2022. Dalam video tersebut menunjukkan seorang warga berlari keluar dari toko barang antik saat gempa mengguncang."
"Februari 12, 2022","Foto “Barbershop dengan tukang cukur wanita di Jalan Pratu Rai Madra, Kabupaten Badung, Bali”",
"Februari 12, 2022",Cerita One Piece Baru 9 persen Karena One Piece Akan Mencapai 10.000 Episode,"” Baru-baru ini, para otaku di Jepang dikejutkan terkait wawancara yang dilakukan bersama Eiichiro Oda, yang mengatakan bahwa proyek One Piece saat ini baru 9% karena dia akan membuat One Piece sampai 10.000 Episode “=====[PENJELASAN]:Beredar sebuah postingan Instagram yang mengatkan bahwa proyek One Piece saat ini baru 9 persen dan mangaka One Piece Eiichiro Oda berencana akan membuat One Piece sampai 10.000 episode. Pada postingan ini juga menyematkan gambar seorang pria dengan latar belakang gambar manga One Piece.Namun setelah dilakukan penelusuran ternyata unggahan ini merupakan informasi yang salah. Melansir cnnindonesia.com, pada tahun 2018 Eiichiro Oda yang merupakan mangaka One Piece memberi kisi-kisi bahwa visi dalam cerita manga One Piece yang ia buat sudah mencapai 80 persen dan melansir dari website resmi penyedia manga One Piece Mangaplus.shueisha.co.jp, chapter One Piece terakhir baru menyentuh chapter 1039 pada 6 Februari 2022 .Kemudian melansir Screenrant.com, mangaka One Piece Eiichiro Oda menuliskan manga One Piece sudah memasuki saga terakhir dalam sebuah iklan di majalah Weekly Shonen Jump edisi ke-35."
"Februari 12, 2022",Campuran Daun Pepaya dan Jahe Dapat Sembuhkan Omicron,"NARASI:“Obat Omicron :Ayo…disebar-luaskan ke temen2 & saudara2 semua, kalau ada yang batuk2, pilek, anosmia (tidak ada rasa penciuman) tidak usah dibawa ke dokter…Ambilkan daun Pepaya yang tua + Jahe 2 potong (secukupnya), dicuci bersih dengan air masak (karena akan dikonsumsi langsung),lalu diblender dengan air masak dan disaring,kemudian diperas kira2 menjadi setengah gelas…Kalau ada dikasih madu 1 atau 2 sendok makan, kalau terasa pahit bisa tambah 3 sendok madu,lebih baik lagi diperasin jeruk nipis…Obatnya itu saja,obat kampung mudah saja toh buatnya…Sudah terbukti banyak yang sembuh…ayo disebar-luaskan ke teman2, saudara2 kalau ada yang kurang sehat, mulut pahit, enggak mau makan, enggak bisa mencium bau-bauan (anosmia),segera diobati itu saja, enggak usah dibawa ke dokter,nanti kalau dites positip malah drop/strees…Sebarkan kebaikan ini agar daerah kita, negeri kita, Indonesia zona hijau…Salam Sehat….🙏”= = = =PENJELASAN:Beredar sebuah narasi oleh akun Facebook KarmilaSari UmmAhmad IbnuSholeh yang mengatakan bahwa campuran daun pepaya dan jahe dapat menjadi obat varian Omicron. Narasi tersebut juga mencantumkan tata cara membuat campuran daun pepaya dan jahe agar dapat dijadikan sebagai obat varian Omicron."
"Februari 11, 2022",Cairan Pemutih Dan Sitrun Dapat Membersihkan Kerak Membandel,= = = = =
"Februari 11, 2022",Covid-19 Hoax Karena Narasinya Sudah Ada Sebelum Covid-19 Muncul,"” perasaan sdh pernah di posting tp diulang ok jgn ngeyel yg namanya kopit itu hoax 100% – hoax krn narasinya sdh ada sblm wabahnya ada – virusnya mau ada tdk ada sdh tdk valid, yg hrs dilawan pembuat onar global bkn malah sekongkolhttps://pubchem.ncbi.nlm.nih.gov/patent/US-2020279585-A1″Tangkapan layar artikel dari website https://pubchem.ncbi.nlm.nih.gov/patent/US-2020279585-A1= = = =PENJELASAN:Akun Twitter @warriorReborn_ mengklaim bahwa Covid-19 merupakan hoax dikarenakan narasi Covid-19 sudah ada sebelum Pandemi Covid-19 melanda. Akun ini juga melampirkan link dan tangkapan layar dari website https://pubchem.ncbi.nlm.nih.gov/patent/US-2020279585-A1 yang berjudul System and Method for Testing for COVID-19 yang dipatenkan oleh Rothschild Richard A."
"Februari 11, 2022",Vaksin Booster Menyebabkan Manusia Bertingkah Seperti Zombie,"NARASI:(diterjemahkan ke dalam Bahasa Indonesia)“Inilah yang terjadi ketika seseorang menerima terlalu banyak vaksin Covid-19 dan vaksin booster. Mereka bertingkah seperti zombie, kehilangan kemampuan fisik dan mental.Untuk menemukan kebenaran, pengetahuan, bimbingan & kebijaksanaan bergabunglah dengan grup telegram kami.”= = = = =PENJELASAN:Akun Telegram dengan nama pengguna “darkuniverse09” mengunggah sebuah video yang menunjukkan seorang perempuan tengah berusaha untuk mendobrak pintu masuk sebuah fasilitas umum. Dalam unggahan tersebut juga disertai keterangan yang menyatakan bahwa aksi tersebut merupakan dampak seseorang yang terlalu banyak menerima vaksin Covid-19 dan vaksin booster.Berdasarkan hasil penelusuran, aksi yang dilakukan oleh perempuan tersebut tidak disebabkan oleh vaksin booster, melainkan karena ia merasa marah ketika tidak diperbolehkan untuk memasuki fasilitas publik di Lousiana, Amerika Serikat, karena tidak mengenakan masker. Video tersebut pertama kali diunggah oleh akun Twitter “santiagomayer_” pada 4 Juli 2020, sebelum program vaksinasi dilaksanakan."
"Februari 11, 2022",Aplikasi Android untuk Scan Vaksin Covid-19 yang Terhubung Jaringan 5G,"NARASI:“Nama aplikasi untuk scan vucksin sesuai di gambar.Android minimal Ver.6Sebentar lagi mereka tinggal diremote sesuai kebutuhan pemilik kepentingan…💖 KEEP YOUR BLOOD PURE 💖[…](Lanjutan Narasi setelah bagian Referensi)= = = = =PENJELASAN:Akun Facebook dengan nama pengguna “Lathifah Ambarwati” (https://www.facebook.com/lathifah.ambarwati) mengunggah sebuah narasi yang menyatakan bahwa terdapat sebuah aplikasi di Android yang dapat melakukan scan pada vaksin Covid-19, sebab zat dalam vaksin dapat terhubung dengan jaringan 5G. Narasi tersebut juga disertai dengan foto hasil tangkapan layar aplikasi scanner BLE.Berdasarkan hasil penelusuran, aplikasi tersebut merupakan aplikasi untuk melakukan scan terhadap perangkat Bluetooth Low Energy (BLE), bukan untuk melakukan scan terhadap vaksin Covid-19. Perangkat BLE sendiri merupakan perangkat nirkabel jarak pendek dengan penggunaan daya rendah.Lebih lanjut, tidak ada bukti yang menunjukkan bahwa vaksin Covid-19 terhubung dengan jaringan 5G. Melansir dari katadata, zat vaksin mengandung partikel lipid atau lemak yang berfungsi untuk membantu vaksin memasuki sel tubuh, bukan untuk menghubungkan dengan jaringan 5G.Dengan demikian, narasi yang diunggah oleh akun Facebook dengan nama pengguna “Lathifah Ambarwati” (https://www.facebook.com/lathifah.ambarwati) tersebut dapat dikategorikan sebagai Konten yang Menyesatkan/Misleading Content.= = = = =REFERENSI:https://developer.android.com/guide/topics/connectivity/bluetooth/ble-overviewhttps://katadata.co.id/safrezifitra/berita/611f40f751e5b/cek-fakta-benarkah-vaksin-covid-19-terhubung-jaringan-5ghttps://turnbackhoax.id/2021/05/27/salah-setelah-divaksin-tubuh-punya-daya-magnetis-dan-dapat-dikoneksikan-ke-bluetooth/= = = = ="
"Februari 11, 2022",Hindari ! Produk Ini Bisa Menyebabkan Usus Bocor,"Berdasarkan hasil penelusuran bahwa jika hanya mengonsumsi makanan saja tidak akan sampai menyebabkan usus mengalami kebocoran.Dilansir dari Viva.co.id menurut Dokter Spesialis Gastroenterologi, Prof. Dr. dr. Ari Fahrial Syam menyatakan, kalau dari faktor makanan saja tidak akan sampai menyebabkan usus mengalami kebocoran."
"Februari 11, 2022","“Pada Tanggal 29 & 30 Februari, Akan Diadakan Pengisian BBM Gratis di SPBU”",
"Februari 11, 2022", Kartu BPJS Atau KIS Akan Dinonaktifkan Jika Tidak Digunakan Selama Setahun Terakhir,"“Assalamualikum bapak, ibu , uda, uni dunsanak kami semua. Disini kami ingatkan lagi, bahwa kalau ada bapak ibu dan dunsanak yang memiliki BPJS bantuan pemerintah atau kartu KIS yang diberikan pemerintah, tolong selalu dipakai minimal 1 kali 6 bulan. Walaupun kita tidak sakit, minimal periksa kesehatan saja ke puskesmas.Karena aturan BPJS sekarang, dalam 1 tahun terakhir kartu tidak pernah dipakai, langsung di non aktifkan. Nanti kita susah lagi mengurusnya pada saat dibutuhkan.Tolong sampaikan berita ini ke dunsanak kita yang lain, yang juga menggunakan BPJS pemerintah… Semoga informasi berguna bagi kita semua”======[PENEJELASAN]:Beredar pesan berantai melalui apilkasi percakapan Whatsapp yang berisi informasi bahwa kartu BPJS kesehatan atau Kartu indonesia Sehat (KIS) akan secara otomatis dinonaktifkan jika tidak digunakan minimal 1 kali dalam setahun meskipun kondisi tidak sakit agar periksa saja ke puskesmas.Berdasarkan penelusuran, dilansir dari tempo.co Kepala Humas BPJS Kesehatan M Iqbal Anas Maruf menuturkan bahwa informasi tersebut bukan informasi resmi dari BPJS Kesehatan.“Hoax bisa datang kapan saja, peserta BPJS Kesehatan dapat melakukan cek status kepesertaan dengan menggunakan aplikasi JKN atau bisa bertanya melalui sosial media resmi BPJS Kesehatan,” ujar Iqbal."
"Februari 11, 2022",Sendok untuk Medical Check Up,
"Februari 10, 2022","Judul Berita Jatim.suara.com “Setelah Polres Pamekasan Dikepung Warga, Polisi Pilih Bebaskan Habib Yusuf Alkaf Terduga Dalam Kasus Pencabulan”","NARASI:Judul artikel berita Jatim.suara.com :” Setelah Polres Pamekasan Dikepung Warga, Polisi Pilih Bebaskan Habib Yusuf Alkaf Terduga Dalam Kasus Pencabulan “01 Februari 2022 pukul 16.19 WIB"
"Februari 10, 2022",Foto “Wanita yang Menikahi Lima Suami”,"Faktanya, bukan foto wanita yang memiliki lima suami. Wanita di foto itu adalah Dina Oktavia yang ditinggal sang suami karena melahirkan bayi yang mengalami kerusakan pada wajah atau cacat."
"Februari 10, 2022",Sebuah Koran Menyebut Bill Gates Melakukan Depopulasi Melalui Pemaksaan Vaksinasi,"https://archive.ph/4I4lJ======NARASI:Met this amazing lady today She’d kept the paper since 2011.Judul Koran: “”Depopulation Through Forced Vaccination: The Zero Carbon Solution!”Wanita ini menyimpan koran th.2011 yg isinya “untuk mengurangi populasi penduduk dunia maka akan dipaksakan dengan cara Vaksinasi”Depopulation through forced vaccination: The zero carbon solution… Artinya depopulation (pengurangan penduduk bumi) dengan cara wajib vaksinasi) adalah solusinya untuk mengurangi emisi karbor di planet bumi…=====PENJELASAN:Beredar postingan di Facebook oleh akun bernama Mumun As berupa gambar wanita membawa sebuah Koran berjudul “Depopulation Through Forced Vaccination: The Zero Carbon Solution!”. Dalam Koran tersebut juga terdapat foto Bill Gates, yang diklaim bahwa agenda Depopulasi tersebut adalah rencana Bill Gates.Setelah dilakukan penelusuran fakta terkait, klaim Mumun As adalah Palsu. Kalimat pada koran mengambil referensi dari pemaparan Bill Gates di TEDx talks tahun 2010, mengenai solusi untuk mengurangi emisi karbon menuju “zero emissions”. Dalam pemaparannya Bill Gates menyebut ada 4 inovasi yang bisa dilakukan salah satunya yakni mengontrol stabilitas pertumbuhan populasi di bumi.Namun, dalam video lengkapnya, Bill Gates tidak menyebut cara mengontrol populasi dengan pemaksaan vaksinasi. Adapun caranya yakni dengan meningkatkan kualitas sistem kesehatan dan pelayanan vaksinasi.Yayasan Bill & Melinda Gates, menjelaskan lebih lanjut mengenai stabilisasi populasi ini. Bahwa dengan peningkatan kualitas kesehatan masyarakat maka akan berdampak juga pada turunnya angka mortalitas dan ledakan populasi."
"Februari 10, 2022",Judul Berita Tribunnews “Peneliti Jepang Ingatkan Indonesia Bisa Berantakan Gara-gara Kadrun”,"https://archive.vn/47Bqj=====NARASI:Judul artikel berita Tribunnews:“Peneliti Jepang Ingatkan Indonesia Bisa Berantakan Gara-gara China”Rabu, 25 November 2015 16:10 WIB"
"Februari 10, 2022","Joni Mitchell, Paul McCartney, Willie Nelson, Bruce Springsteen, Barbra Streisand, Queen, The Rolling Stones, Dave Grohl dan Pearl Jam Menarik Lagu-Lagunya dari Spotify","Narasi:(Diterjemahkan dalam Bahasa Indonesia):“Willie Nelson, Bruce Springsteen, Barbra Streisand, Queen, Paul McCartney, The Rolling Stone, Dave Grohl, Joni Mitchell, Pearl Jam menghapus musik mereka dari Spotify sebagai bentuk solidaritas dengan Neil Young!#Spotify bisa mempertahankan fasisme-nya. #DeletedSpotify”.=====Penjelasan:Akun Twitter @fortylittleking (Goth Brooks) menyebarluaskan informasi bahwa kesembilan nama yang disebutkan dalam cuitannya telah menghapus musik mereka dari Spotify, sebagai bentuk dukungan untuk Neil Young. Cuitan tersebut telah dibagikan ulang lebih dari 1,200 kali serta disukai oleh 4,725 orang. Selain itu, banyak pengguna Twitter yang juga telah memberikan komentar.Klaim tersebut berawal dari aksi protes Neil Young kepada Spotify, karena platform tersebut dinilai ikut andil dalam menyebarkan misinformasi mengenai vaksin COVID-19. Salah satunya dari podcast Joe Rogan yang diunggah di Spotify.Berdasarkan hasil penelurusan, hanya Joni Mitchell yang membuat pernyataan resmi untuk meminta Spotify menghapus musiknya, sebagai bentuk dukungan untuk Neil Young. Mitchell menulis pernyataannya di website resminya pada 28 Januari 2022 dengan judul “I Stand with Neil Young!”.Joni Mitchell membuat pernyataan sebagai berikut:“I’ve decided to remove all my music from Spotify. Irresponsible people are spreading lies that are costing people their lives”.Namun, kedelapan musisi lain tidak pernah membuat pernyataan resmi mengenai dukungan mereka terhadap Neil Young, dan tidak ada bukti bahwa mereka ingin menghapus musik mereka dari Spotify. Hingga saat ini, lagu-lagu kedelapan musisi tersebut masih bisa ditemui di Spotify."
"Februari 10, 2022",Pembagian Masker Gratis yang Diberi Obat Bius ke Rumah-Rumah Warga,"Narasi:“Kawan2 anggota grup dimana pun berada dan tmn2 Mohon diinformasikan ke Warga, Saudara2 kita,Keluarga dan kenalan Anda !!!Baru saja mendapat pesan. Sebuah Peringatan!!Sekarang ada yang baru dan sedang terjadi. Orang datang dari jln ke jln,pintu ke pintu dan membagikan masker. Mereka mengatakan: “Ini ada pembagian masker dari pemerintah”. ( Hal itu lebih berhati2 utk menerimanya) Mereka meminta Anda mengenakan masker untuk difoto/ dilihat apakah masker tersebut cocok untuk Anda pakai. ( Sebagai laporan klo masker sudah sampai ke alamat ). masker yg sudah diberi bius, lalu mereka merampok atw merampas !! Tolong jangan ambil masker dari orang asing. Ingat, teman-teman, ini adalah waktu yang kritis, orang-orang putus asa, tingkat kejahatan meningkat selama periode Covid-19. Harap berhati-hati !!! setidaknya informasi ini mungkin bisa berguna dan bermanfaat utk kita semua…Waspadalaah pada siapapun yg kita belum mengenalnya ..PESAN INI, Berantai Mohon di Bagikan kpd yg lain, agar mereka tau dan lebih hati2…🙏🙏🙏TER-UTAMA BAGI REKAN²(tmn2) Yang Suka mengendarai MOTOR / MOBIL,,,,,,di-Mohon utk lebih WASPADA yaa,,,,Ini adalah Modus Terbaru*Demikian sekilas info mudah2an tidak ada salahnya dikirim ke Grup atau secara pribadi semoga bermanfaat.Terimakasih🙏🏻”=====Penjelasan:Telah beredar kembali pesan berantai melalui WhatsApp yang menginformasikan adanya pembagian masker gratis ke rumah-rumah warga, di mana masker tersebut telah diberi obat bius. Dalam pesan berantai tersebut juga disebutkan bahwa pelaku memiliki tujuan untuk merampok isi rumah.Berdasarkan hasil penelurusan, pesan berantai tersebut adalah palsu. Kepala Bidang Humas Polda Metro Jaya Kombes Yusri Yunus telah memastikan kepalsuan informasi tersebut."
"Februari 10, 2022","Video “Nigeria, Minggu 23-01-2022, menghancurkan jutaan Vaksin Covid19 demi melindungi rakyatnya dari kematian akibat Suntikan Vaksin Covid19”",
"Februari 10, 2022",Air Rebusan Pare Dapat Membersihkan Kolesterol dan Semua Penyakit,"= = = = =PENJELASAN:Akun Facebook Lionel Atup pada tanggal 1 Juli 2020 mengunggah sebuah video yang sudah dibagikan sebanyak 9,6 ribu kali. Dalam video tersebut memperlihatkan sebuah pembuktian bahwa air rebusan buah pare dapat menghilangkan kolesterol dan menghilangkan penyakit dalam tubuh dengan cara menjernihkan air Betadine yang hitam pekat."
"Februari 9, 2022", Judul Artikel Tempo “Lima Jabatan yang Diemban Luhut Sekaligus Seperti Negara Milik Moyangnya Sendiri Saja”,“S E R A K A H A M A TA M A T A J A G A K S E R A K A H BHaHaHaHaHa“======[PENJELASAN]:Akun Facebook bernama Tiger Tiger mengunggah sebuah foto berisi tangkapan layar dari sampul artikel media Tempo berjudul “Lima Jabatan yang Diemban Luhut Sekaligus Seperti Negara Milik Moyangnya Sendiri Saja”.
"Februari 9, 2022",Video Kemunculan UFO di Bandung,NARASI:“Telah terjadi penampakan UFO di Bandung. kejadian tersebut membuat geger publik. Kejadian terekam dalam sebuah video yang dikirim oleh netizen.”= = = =PENJELASAN:Beredar sebuah video oleh akun Tiktok Radar Bandung yang mengatakan bahwa terdapat penampakan UFO. Penampakan UFO tersebut diklaim muncul di Kota Bandung.
"Februari 8, 2022",Daging Tikus Dijual Sebagai Chicken Wings Tanpa Tulang Di Amerika Serikat,
"Februari 8, 2022",Video Detik-Detik Erupsi Gunung Anak Krakatau,"NARASI:“VIRALDETIK – DETIK ANAK KRAKATAU MELETUS TEREKAM KAMERARekaman detik – detik anak Krakatau erupsi tersebut hari ini, 04 Februari 2022 16.30 WIB dari kamera ponsel ABK KAPAL TNI – AL dan sempat membuat panik.”= = = = =PENJELASAN:Akun TikTok dengan nama pengguna “satriacombat” mengunggah sebuah video yang menunjukkan letusan sebuah gunung. Dalam video tersebut juga dicantumkan narasi yang menyebutkan bahwa video tersebut merupakan video detik-detik erupsi Gunung Anak Krakatau pada 4 Februari 2022.Melansir dari detik.com, Plt. Kapusdatinkom BNPB, Abdul Muhari menegaskan bahwa video tersebut tidak diambil pada saat erupsi Gunung Anak Krakatau pada 4 Februari 2022, melainkan diambil ketika erupsi Gunung Anak Krakatau pada 30 Desember 2018 lalu. Video serupa sebelumnya pernah diunggah oleh laman Facebook iNews pada 3 Januari 2019."
